Donor ID,Donor First Name,Donor Last Name,Email,Gender,Phone,Employer,Job Title,Age,Home Address,City,State,Zip,Volunteered in the past, 2019 Gift , 2018 Gift , 2017 Gift , 2016 Gift , 2015 Gift , 2014 Gift , 2013 Gift , 2012 Gift , 2011 Gift 
8796,Christine,Kirby,Christine_Kirby1490@vetan.org,Female,8-263-684-8622,Leadertech Consulting,Food Technologist,22,7281 Balham   Drive,Lisbon,Indiana,89443,FALSE,,,, $295.55 ," $6,233.83 "," $27,625.34 "," $33,679.46 "," $43,768.97 "," $15,576.47 "
8797,Mandy,Gavin,Mandy_Gavin6851@bulaffy.com,Female,4-326-066-1733,Leadertech Consulting,Assistant Buyer,42,4582 Monroe Vale,Fullerton,Oklahoma,17751,TRUE,,,," $24,839.77 "," $19,751.24 "," $36,920.51 "," $72,390.98 "," $40,810.10 "," $72,240.55 "
8798,Percy,Evans,Percy_Evans1087@sveldo.biz,Male,2-202-377-0326,Biolife Grup,Treasurer,71,4858 Castile  Drive,Philadelphia,Tennessee,61734,FALSE,,,," $68,141.27 "," $34,695.33 "," $98,947.26 "," $41,093.96 "," $18,779.51 "," $95,207.16 "
8799,Joseph,Tate,Joseph_Tate7837@fuliss.net,Male,6-125-844-6844,Metro Cash&Carry,Machine Operator,48,3574 Hickory Lane Pass,Tokyo,Pennsylvania,68340,FALSE,,,," $77,154.70 "," $42,110.94 "," $55,455.30 "," $78,851.84 "," $21,719.58 "," $15,475.09 "
8800,Destiny,Woods,Destiny_Woods6587@muall.tech,Female,3-553-333-7253,Vodafone,Fabricator,62,3885 Aylward   Walk,Salem,South Carolina,63495,TRUE,,,," $69,171.42 "," $22,942.19 "," $85,999.16 "," $15,202.74 "," $40,680.29 "," $75,719.28 "
8801,Dalia,Lloyd,Dalia_Lloyd6513@twace.org,Female,1-251-180-7430,Metro Cash&Carry,Executive Director,19,3936 Queensberry  Way,Berna,Iowa,54827,TRUE,,,," $31,315.36 "," $11,301.14 "," $60,734.78 "," $97,042.86 "," $47,784.25 "," $93,554.57 "
8802,Elly,Overson,Elly_Overson2463@bauros.biz,Female,3-368-035-4680,Areon Impex,Paramedic,51,8643 Timber   Pass,Tulsa,North Dakota,59380,FALSE,,,," $47,715.07 "," $82,290.17 "," $66,006.94 "," $28,192.48 "," $7,849.01 "," $77,189.40 "
8803,Carrie,Dann,Carrie_Dann4711@brety.org,Female,5-678-711-0515,Vodafone,Biologist,35,250 Bush  Boulevard,Hollywood,Mississippi,52286,TRUE,,,," $86,411.46 "," $32,184.21 "," $19,534.19 "," $60,728.98 "," $38,320.45 "," $11,039.33 "
8804,Mona,Jeffery,Mona_Jeffery7451@kideod.biz,Female,2-364-052-2044,Mars,HR Specialist,59,3877 Gatonby   Walk,Venice,Oregon,32295,TRUE,,,," $92,293.71 "," $18,542.75 "," $13,921.55 "," $56,862.75 "," $79,918.16 "," $91,847.53 "
8805,Nathan,Price,Nathan_Price8031@ovock.tech,Male,3-320-661-7466,Vodafone,Steward,71,9177 Lexington Hill,Norfolk,Massachussets,12363,FALSE,,,," $76,736.10 "," $52,206.15 "," $45,832.13 "," $17,510.38 "," $86,500.33 "," $79,216.51 "
8806,Adelaide,Everett,Adelaide_Everett8215@elnee.tech,Female,0-544-578-7738,Erickson,Auditor,52,17 Chesterfield  Rue,Worcester,Georgia,86114,FALSE,,,," $10,454.09 "," $47,627.24 "," $86,430.74 "," $46,496.30 "," $68,040.09 "," $88,812.61 "
8807,Michelle,Becker,Michelle_Becker5611@naiker.biz,Female,2-726-525-7334,Telekom,Webmaster,61,9609 Chester  Way,Pittsburgh,New York,11723,TRUE,,,," $5,274.20 "," $39,562.21 "," $11,588.93 "," $47,589.03 "," $15,135.81 "," $62,552.94 "
8808,Danny,Amstead,Danny_Amstead1081@ubusive.com,Male,5-834-607-6602,Facebook,Lecturer,24,2730 Balham   Rue,Louisville,Connecticut,65897,TRUE,,,," $59,277.31 "," $29,380.42 "," $80,368.25 "," $95,830.68 "," $3,864.62 "," $40,029.80 "
8809,Regina,Bryant,Regina_Bryant7140@corti.com,Female,0-413-106-5516,Mars,Steward,61,9628 Andsell    Boulevard,Baltimore,Arizona,11111,FALSE,,,," $17,517.63 "," $36,313.92 "," $89,307.25 "," $95,316.30 "," $10,196.23 "," $77,365.24 "
8810,Wendy,Tennant,Wendy_Tennant637@hourpy.biz,Female,5-610-634-8562,Zepter,Inspector,44,7418 Belgrave  Pass,Berlin,Louisiana,51024,FALSE,,,," $66,854.39 "," $4,064.18 "," $47,741.56 "," $78,218.87 "," $2,060.99 "," $59,678.78 "
8811,Blake,Brett,Blake_Brett9183@muall.tech,Female,3-552-223-1000,UPC,Business Broker,21,1411 Dunstans  Pass,Bellevue,Michigan,87570,TRUE,,,," $43,729.28 "," $63,933.81 "," $93,353.67 "," $13,899.95 "," $49,074.97 "," $43,778.55 "
8812,Irene,Ryan,Irene_Ryan7091@bretoux.com,Female,4-334-737-2876,Erickson,Paramedic,19,1596 Thrale   Route,Madrid,Hawaii,59806,TRUE,,,," $92,435.04 "," $36,487.08 "," $56,067.22 "," $25,017.62 "," $6,840.82 "," $27,976.39 "
8813,Ronald,Shaw,Ronald_Shaw8790@bulaffy.com,Male,4-646-166-6332,Leadertech Consulting,Inspector,37,4012 Arbutus   Vale,Fremont,Indiana,72564,TRUE,,,," $59,867.17 "," $38,110.37 "," $7,060.42 "," $31,336.99 "," $56,277.53 "," $60,688.58 "
8814,Lana,Morris,Lana_Morris1515@bulaffy.com,Female,3-605-842-4224,Comodo,Budget Analyst,52,3094 Anns  Route,Huntsville,Hawaii,61057,TRUE,,,," $56,840.95 "," $83,404.50 "," $74,488.53 "," $81,468.78 "," $76,647.75 "," $63,064.30 "
8815,Dorothy,Holt,Dorothy_Holt437@sheye.org,Female,7-481-023-3584,Coca-Cola Company,Ambulatory Nurse,47,5774 East Road,Jacksonville,South Carolina,35011,TRUE,,,," $48,000.06 "," $79,449.38 "," $59,165.50 "," $54,915.81 "," $6,910.07 "," $36,009.56 "
8816,Carl,Shields,Carl_Shields8207@elnee.tech,Male,3-385-424-6067,Global Print,Cook,28,329 Viscount   Alley,Indianapolis,Hawaii,30359,TRUE,,,," $25,288.13 "," $83,948.47 "," $73,318.06 "," $25,538.41 "," $43,004.72 "," $41,903.42 "
8817,Bart,Wood,Bart_Wood6928@ubusive.com,Male,3-720-281-6834,Facebook,Healthcare Specialist,29,2906 Emden   Tunnel,Sacramento,West Virginia,88551,TRUE,,,," $46,667.71 "," $90,904.97 "," $39,945.39 "," $80,428.63 "," $25,362.71 "," $96,593.20 "
8818,Logan,Webster,Logan_Webster9554@twipet.com,Female,0-516-804-8865,Coca-Cola Company,Systems Administrator,29,5043 Bloomsbury  Pass,Venice,Colorado,15311,FALSE,,,," $84,686.24 "," $68,063.38 "," $63,261.06 "," $68,666.79 "," $77,398.67 "," $26,454.85 "
8819,Boris,Snow,Boris_Snow5761@iatim.tech,Male,1-782-122-6580,Danone,Fabricator,66,3412 Cephas  Avenue,Phoenix,Hawaii,30914,TRUE,,,," $53,794.94 "," $88,530.68 "," $73,775.47 "," $46,483.01 "," $82,053.06 "," $80,072.42 "
8820,Percy,Quinn,Percy_Quinn7664@womeona.net,Male,7-373-453-0670,ENEL,Lecturer,39,8190 Glenwood Drive,Chicago,West Virginia,19408,TRUE,,,," $73,848.55 "," $66,989.90 "," $39,487.73 "," $13,762.32 "," $25,908.06 "," $50,658.85 "
8821,Nathan,Morrison,Nathan_Morrison3670@zorer.org,Male,0-112-714-8036,Comcast,Treasurer,24,2774 Arline    Alley,Salt Lake City,Nevada,22931,FALSE,,,," $56,636.79 "," $48,848.51 "," $39,560.02 "," $73,430.15 "," $38,886.51 "," $46,913.79 "
8822,Maggie,Huggins,Maggie_Huggins1324@ovock.tech,Female,6-760-746-0638,DynCorp,Healthcare Specialist,39,6983 Timber   Grove,London,North Carolina,31758,FALSE,,,," $21,221.93 "," $25,997.03 "," $32,614.74 ", $275.52 ," $46,861.06 "," $62,268.81 "
8823,Enoch,Blythe,Enoch_Blythe8059@twipet.com,Male,5-872-616-6153,Amazon.com,Software Engineer,47,4117 Lake Drive,Anaheim,Ohio,37504,FALSE,,,," $22,806.70 "," $82,275.06 "," $80,031.16 "," $51,696.90 "," $59,072.31 "," $34,422.20 "
8824,Emmanuelle,Hastings,Emmanuelle_Hastings4415@acrit.org,Female,6-833-478-7251,Boeing,Webmaster,43,3564 Fairholt   Way,Berna,Alaska,14051,TRUE,,,," $61,407.12 "," $50,436.00 "," $40,553.31 "," $20,310.06 "," $72,577.93 "," $89,126.68 "
8825,Aleksandra,Moran,Aleksandra_Moran83@tonsy.org,Female,3-714-552-3575,Coca-Cola Company,Paramedic,58,9155 Beechen  Walk,Tallahassee,North Carolina,82159,TRUE,,,," $77,756.16 "," $11,977.29 "," $22,767.37 "," $77,962.16 "," $10,986.71 "," $61,638.82 "
8826,Jacob,Flack,Jacob_Flack873@elnee.tech,Male,8-380-403-6872,Biolife Grup,Treasurer,42,3283 Parkfields Vale,Springfield,Mississippi,86794,TRUE,,,," $55,292.37 "," $6,277.49 "," $12,924.92 "," $84,412.50 "," $99,554.18 "," $68,641.33 "
8827,Kurt,Wallace,Kurt_Wallace5623@eirey.tech,Male,1-410-625-0858,Coca-Cola Company,Banker,55,7789 Camdale  Tunnel,Fullerton,Vermont,22334,TRUE,,,," $54,585.05 "," $9,277.39 "," $20,356.12 "," $43,477.81 "," $64,230.18 "," $52,798.36 "
8828,Maxwell,Dwyer,Maxwell_Dwyer3722@atink.com,Male,0-310-711-0802,BuzzFeed,Laboratory Technician,31,7801 South Way,Berna,Georgia,29220,TRUE,,,," $70,205.84 "," $20,556.83 "," $4,468.40 "," $44,991.03 "," $60,181.94 "," $67,023.24 "
8829,Wade,Moreno,Wade_Moreno556@tonsy.org,Male,3-333-678-5552,Erickson,Steward,36,9084 Eldon  Tunnel,Anaheim,Alaska,87053,TRUE,,,," $11,262.24 "," $50,655.75 "," $24,764.30 "," $81,758.50 "," $57,031.49 "," $76,658.47 "
8830,Emery,Cox,Emery_Cox9716@zorer.org,Female,8-722-713-5058,DynCorp,Budget Analyst,52,3915 Elgood   Lane,Nashville,New Mexico,83663,TRUE,,,," $89,116.26 "," $76,738.57 "," $97,468.76 "," $40,729.73 "," $86,239.27 "," $71,859.47 "
8831,Faith,Tailor,Faith_Tailor4871@typill.biz,Female,8-508-640-6154,Comodo,Food Technologist,71,955 Clifton  Road,Lakewood,Idaho,19477,TRUE,,,," $90,297.84 "," $65,824.56 "," $39,339.00 "," $30,952.47 "," $71,845.26 "," $11,331.52 "
8832,David,Nicolas,David_Nicolas9852@guentu.biz,Male,6-582-286-4585,ENEL,Operator,57,7644 East Street,Dallas,Wyoming,60962,TRUE,,,," $85,766.68 "," $41,769.57 "," $22,998.64 "," $44,656.56 "," $48,843.16 "," $7,675.64 "
8833,Oliver,Miller,Oliver_Miller8951@vetan.org,Male,1-283-373-1813,Global Print,Health Educator,31,4271 Zealand Lane,Garland,Wyoming,90247,TRUE,,,," $90,593.78 "," $79,890.04 "," $8,257.29 "," $63,515.42 "," $68,224.48 "," $13,409.62 "
8834,Gwenyth,Ward,Gwenyth_Ward2626@sheye.org,Female,1-421-766-7683,Telekom,Cook,20,9096 Arundel   Alley,Portland,Texas,88578,FALSE,,,," $8,956.54 "," $66,422.00 "," $35,725.36 "," $27,163.93 "," $58,004.61 "," $33,156.71 "
8835,Hailey,Mcnally,Hailey_Mcnally2054@liret.org,Female,5-622-148-5320,Biolife Grup,Systems Administrator,29,3270 Coborn  Crossroad,Lancaster,California,74994,FALSE,,,," $41,312.83 "," $16,817.87 "," $95,748.99 "," $8,619.30 "," $40,575.94 "," $97,543.74 "
8836,Hank,Stevens,Hank_Stevens6717@jiman.org,Male,6-504-504-6147,21st Century Fox,Machine Operator,57,4620 Collent   Pass,Nashville,Massachussets,40416,TRUE,,,," $38,170.39 "," $69,112.96 "," $24,070.18 "," $71,644.73 "," $78,274.10 "," $52,013.84 "
8837,Abdul,Knight,Abdul_Knight8764@qater.org,Male,0-226-668-2458,21st Century Fox,Designer,56,9316 Waldram Park  Walk,St. Louis,California,58082,TRUE,,,," $87,584.93 "," $54,729.71 "," $48,001.59 "," $20,781.38 "," $87,056.31 "," $39,523.71 "
8838,Chloe,Lunt,Chloe_Lunt8956@eirey.tech,Female,3-887-162-5403,Mars,Operator,63,42 Argyle  Hill,Norfolk,Kentucky,87406,FALSE,,,," $83,235.15 "," $74,771.40 "," $95,851.26 "," $99,063.72 "," $61,422.58 "," $59,418.82 "
8839,Skylar,Plumb,Skylar_Plumb3415@sheye.org,Female,1-385-813-8847,Metro Cash&Carry,Front Desk Coordinator,51,5365 Walnut Vale,Portland,New Hampshire,14399,FALSE,,,," $58,410.26 "," $79,466.01 "," $54,500.12 "," $72,334.66 "," $19,908.95 "," $36,543.41 "
8840,Andrea,Webster,Andrea_Webster9901@liret.org,Female,8-412-486-3852,21st Century Fox,Ambulatory Nurse,69,4384 Dunton  Drive,San Jose,Missouri,78821,TRUE,,,," $53,676.54 "," $71,336.56 "," $61,165.73 "," $73,036.13 "," $54,610.35 "," $30,055.89 "
8841,Anthony,Whinter,Anthony_Whinter1380@deons.tech,Male,8-661-674-7223,Carrefour,Banker,42,3826 Chatsworth  Crossroad,Detroit,Michigan,22530,FALSE,,,," $75,838.35 "," $82,965.37 "," $66,697.42 "," $62,665.11 "," $63,608.61 "," $98,923.85 "
8842,Gil,Benson,Gil_Benson5378@nanoff.biz,Male,3-885-858-0335,CarMax,Loan Officer,49,6195 Cadogan  Avenue,Lakewood,Kentucky,98145,TRUE,,,," $79,949.70 "," $46,612.17 "," $49,402.29 "," $51,563.00 "," $7,052.01 "," $90,781.43 "
8843,Megan,Rosenbloom,Megan_Rosenbloom1945@irrepsy.com,Female,2-013-171-3488,Telekom,Fabricator,69,8820 Bolton  Lane,Fort Lauderdale,California,98651,TRUE,,,," $39,479.70 "," $82,688.74 "," $56,746.46 "," $79,983.46 "," $67,124.39 "," $44,098.01 "
8844,Elise,Harris,Elise_Harris4853@kideod.biz,Female,1-563-304-2620,Amazon.com,Global Logistics Supervisor,25,9668 Fairview Way,Berna,California,26936,FALSE,,,," $98,523.44 "," $18,121.16 "," $6,141.72 "," $58,950.07 "," $5,528.57 "," $16,510.05 "
8845,Tiffany,Armstrong,Tiffany_Armstrong9261@twace.org,Female,5-304-532-7557,AECOM,Audiologist,53,7112 East Vale,Worcester,New York,85935,FALSE,,,," $41,475.40 "," $19,628.07 "," $89,128.90 "," $94,682.69 "," $57,657.84 "," $74,676.10 "
8846,Tom,James,Tom_James2274@nimogy.biz,Male,1-628-532-6024,Mars,Fabricator,71,7294 Carltoun   Walk,Oakland,Alabama,85326,FALSE,,,," $41,394.25 "," $4,220.50 "," $59,842.65 "," $36,531.07 "," $82,794.26 "," $51,542.80 "
8847,Drew,Addison,Drew_Addison6321@typill.biz,Female,2-631-737-6312,Mars,Restaurant Manager,29,4496 Baltic  Street,Worcester,Arkansas,71492,FALSE,,,," $37,588.35 "," $43,910.01 "," $97,397.04 "," $39,308.35 "," $40,300.94 "," $32,025.12 "
8848,Noah,Villiger,Noah_Villiger5564@liret.org,Male,3-153-841-6513,UPC,Physician,19,3894 Jackson Pass,Toledo,Alaska,47014,TRUE,,,," $77,150.09 "," $45,922.21 "," $77,482.17 "," $43,886.51 "," $20,176.02 "," $29,688.37 "
8849,Joyce,Morris,Joyce_Morris7285@bulaffy.com,Female,0-734-267-3014,Global Print,Designer,43,8588 Beatty  Avenue,Hollywood,Massachussets,96421,FALSE,,,," $98,950.99 "," $18,364.04 "," $94,331.77 "," $37,013.16 "," $43,330.08 "," $65,016.82 "
8850,Eduardo,Kirby,Eduardo_Kirby8333@acrit.org,Male,3-423-168-0060,Mars,Cashier,58,1450 Chatfield  Route,Indianapolis,Wyoming,21714,TRUE,,,," $11,233.22 "," $27,623.48 "," $5,216.03 "," $50,406.41 "," $5,681.57 "," $63,167.81 "
8851,Gil,Wilkinson,Gil_Wilkinson7570@cispeto.com,Male,0-037-552-1045,Boeing,Pharmacist,50,9716 Erindale Hill,Irving,Michigan,41027,TRUE,,,," $83,773.58 "," $90,966.37 "," $29,782.06 "," $90,332.08 "," $54,888.19 "," $23,784.08 "
8852,Erica,Lewis,Erica_Lewis2323@muall.tech,Female,0-460-211-2707,It Smart Group,Treasurer,23,7635 Emily  Crossroad,Madison,South Dakota,79150,TRUE,,,," $29,453.72 "," $15,312.40 "," $62,603.92 "," $33,679.99 "," $30,200.54 "," $37,338.60 "
8853,Emery,Jennson,Emery_Jennson2404@twace.org,Female,6-706-557-0502,Comcast,Food Technologist,46,2605 Heritage Lane,Salt Lake City,Wisconsin,24056,TRUE,,,," $69,461.97 "," $85,941.27 "," $6,486.22 "," $26,860.58 "," $73,482.96 "," $28,957.37 "
8854,Hannah,Adams,Hannah_Adams3295@hourpy.biz,Female,1-720-068-0187,Team Guard SRL,Loan Officer,52,5968 Blanchard  Pass,Lakewood,North Carolina,82458,TRUE,,,," $82,111.72 "," $3,670.23 "," $65,945.67 "," $90,257.73 "," $91,083.75 "," $97,697.95 "
8855,Joseph,Gray,Joseph_Gray5697@nimogy.biz,Male,1-042-320-4617,Telekom,Healthcare Specialist,19,5498 Lincoln Walk,Innsbruck,Oklahoma,52611,FALSE,,,," $75,927.47 "," $20,297.57 "," $76,832.36 "," $97,683.70 "," $46,565.54 "," $95,381.70 "
8856,Gil,Sloan,Gil_Sloan1701@acrit.org,Male,4-571-161-3306,Zepter,Call Center Representative,67,9244 Chancellor  Drive,Santa Ana,Mississippi,96689,TRUE,,,," $96,278.32 "," $76,393.64 "," $77,401.22 "," $62,859.22 "," $92,279.96 "," $54,668.70 "
8857,Laila,Foxley,Laila_Foxley9673@nickia.com,Female,6-731-033-0056,Coca-Cola Company,Designer,38,5757 Chester  Rue,San Antonio,Missouri,54813,TRUE,,,," $55,536.50 "," $48,054.68 "," $28,671.07 "," $14,633.51 "," $31,795.62 "," $88,229.21 "
8858,Daniel,Lane,Daniel_Lane9371@womeona.net,Male,8-035-071-8751,ExxonMobil,Staffing Consultant,67,7513 Magnolia Boulevard,Saint Paul,West Virginia,56765,FALSE,,,," $63,417.84 "," $66,909.81 "," $99,066.39 "," $32,241.82 "," $49,101.55 "," $45,116.25 "
8859,Harvey,Attwood,Harvey_Attwood402@qater.org,Male,3-851-220-1148,Facebook,Physician,20,8098 Blake  Vale,Boston,Alaska,95760,TRUE,,,," $63,502.33 "," $17,114.46 "," $92,117.30 "," $44,726.08 "," $94,184.45 "," $76,162.24 "
8860,Noemi,Nielson,Noemi_Nielson3008@extex.org,Female,2-720-018-6034,Carrefour,Call Center Representative,74,2931 College  Pass,Bellevue,Wisconsin,64024,TRUE,,,," $10,086.85 "," $15,073.72 "," $98,177.47 "," $78,464.08 "," $14,617.06 "," $33,087.20 "
8861,Jacob,Anderson,Jacob_Anderson7572@brety.org,Male,0-840-773-8603,Coca-Cola Company,Inspector,38,936 Commercial  Drive,Las Vegas,New Jersey,11800,FALSE,,,," $93,132.25 "," $42,388.29 "," $19,096.42 "," $12,601.25 "," $63,728.84 "," $20,068.19 "
8862,Chadwick,Kelly,Chadwick_Kelly8240@guentu.biz,Male,8-322-306-8038,Telekom,HR Coordinator,49,5074 York Rue,Phoenix,Virginia,79802,FALSE,,,," $32,885.71 "," $33,166.31 "," $56,381.29 "," $72,438.48 "," $66,137.34 ", $948.02 
8863,Mavis,Rehman,Mavis_Rehman2183@jiman.org,Female,3-647-451-8374,Danone,Bellman,38,5106 Argyle  Rue,Fort Lauderdale,Virginia,27589,TRUE,,,," $60,101.19 "," $25,566.65 "," $73,258.79 "," $56,413.88 "," $58,337.28 "," $63,506.80 "
8864,Helen,Bryson,Helen_Bryson5328@naiker.biz,Female,6-102-580-4167,21st Century Fox,Inspector,40,6732 Apsley    Boulevard,Fayetteville,Hawaii,33066,TRUE,,,," $40,435.10 "," $82,853.52 "," $27,829.82 "," $12,008.82 "," $54,262.46 "," $13,686.62 "
8865,Moira,Mann,Moira_Mann9315@kideod.biz,Female,6-432-054-5531,ENEL,Doctor,67,9423 Bales  Drive,Berlin,Texas,50277,TRUE,,,," $91,975.32 "," $45,382.36 ", $463.85 ," $92,052.36 "," $62,221.33 "," $33,970.10 "
8866,Harriet,Fowler,Harriet_Fowler4464@yahoo.com,Female,6-401-010-3766,Comodo,Restaurant Manager,35,6526 Carltoun   Tunnel,Atlanta,Virginia,19419,FALSE,,,," $16,709.24 "," $15,501.49 "," $11,680.95 "," $22,744.18 "," $99,393.59 "," $91,992.28 "
8867,Rowan,Cooper,Rowan_Cooper3521@ovock.tech,Female,1-151-218-2151,Team Guard SRL,Operator,72,7264 College  Crossroad,San Antonio,Wisconsin,89521,FALSE,,,," $64,732.52 "," $73,864.35 "," $4,373.34 "," $53,844.97 "," $58,515.02 "," $94,865.84 "
8868,Christine,Mills,Christine_Mills821@nimogy.biz,Female,7-436-670-3406,Comcast,Biologist,56,1536 Dunstable   Drive,Tallahassee,Colorado,31031,FALSE,,,," $13,848.48 "," $63,007.49 "," $29,953.85 "," $90,579.07 "," $62,798.74 "," $23,390.98 "
8869,Chris,Vincent,Chris_Vincent1704@gompie.com,Male,3-062-034-6752,Coca-Cola Company,Call Center Representative,38,2262 Colombo   Lane,Rochester,Maryland,39211,FALSE,,,," $71,276.95 "," $32,975.08 "," $44,663.00 "," $87,164.19 "," $10,233.12 "," $56,635.78 "
8870,Vicky,Jeffery,Vicky_Jeffery6537@jiman.org,Female,3-422-632-0306,Comcast,Accountant,45,3995 Yoakley Rue,Columbus,New Mexico,83318,TRUE,,,," $36,889.28 "," $71,467.15 "," $3,750.32 "," $32,912.59 "," $78,492.59 "," $87,943.84 "
8871,Georgia,Dillon,Georgia_Dillon592@nimogy.biz,Female,0-414-014-3150,Carrefour,Design Engineer,26,3975 Lonsdale  Lane,Santa Ana,Illinois,80000,TRUE,,,," $31,321.00 "," $88,380.46 "," $54,768.42 "," $8,313.48 "," $86,134.28 "," $25,363.98 "
8872,Juliette,Holt,Juliette_Holt7394@deons.tech,Female,3-312-658-8112,Global Print,Assistant Buyer,30,5785 Hammersmith  Lane,Richmond,Rhode Island,65739,TRUE,,,," $48,764.26 "," $64,906.14 "," $41,747.95 "," $11,047.13 "," $36,244.66 "," $49,995.27 "
8873,Javier,Richardson,Javier_Richardson6604@jiman.org,Male,8-447-164-4402,Metro Cash&Carry,Web Developer,41,7009 King William  Crossroad,Jersey City,Utah,24468,TRUE,,,," $40,304.60 "," $4,863.59 "," $68,655.24 "," $24,371.59 "," $90,353.33 "," $10,689.68 "
8874,Doris,Woodley,Doris_Woodley9899@hourpy.biz,Female,0-204-741-2347,Demaco,Insurance Broker,26,8010 Boadicea   Crossroad,San Bernardino,Oregon,86101,FALSE,,,," $44,743.82 "," $49,721.46 "," $36,827.68 "," $66,802.49 "," $83,870.58 "," $74,736.54 "
8875,Iris,Snell,Iris_Snell8823@ovock.tech,Female,2-203-488-2818,Global Print,Front Desk Coordinator,54,237 Collins  Walk,Colorado Springs,Minnesota,18719,TRUE,,,," $42,495.25 "," $37,143.61 "," $13,286.51 "," $26,938.21 "," $40,101.56 "," $26,985.45 "
8876,Adina,Hancock,Adina_Hancock6422@bungar.biz,Female,1-788-767-1646,ExxonMobil,Laboratory Technician,58,8146 Geary   Rue,Fremont,Tennessee,17738,TRUE,,,," $65,692.41 "," $58,635.36 "," $91,568.07 "," $69,504.64 "," $35,471.09 "," $51,767.71 "
8877,Denis,Heaton,Denis_Heaton7757@gembat.biz,Male,0-777-807-1045,BuzzFeed,Retail Trainee,37,7992 Babmaes    Walk,Madison,Ohio,25295,TRUE,,,," $99,084.11 "," $73,267.69 "," $22,918.63 "," $54,681.83 "," $65,928.40 "," $70,245.48 "
8878,Ronald,Raven,Ronald_Raven1363@ubusive.com,Male,1-040-270-2378,Vodafone,CNC Operator,69,8577 Blackheath  Grove,Lakewood,Connecticut,16578,TRUE,,,," $37,122.30 "," $38,588.53 "," $60,941.09 "," $82,468.27 "," $55,806.93 "," $67,652.20 "
8879,Wendy,Camden,Wendy_Camden5548@zorer.org,Female,7-571-102-7241,Apple Inc.,Paramedic,47,7962 Mariner  Rue,Oakland,Arkansas,95893,FALSE,,,," $49,509.28 "," $27,599.12 "," $94,797.67 "," $74,351.82 "," $24,732.51 "," $74,268.71 "
8880,Georgia,Watson,Georgia_Watson20@qater.org,Female,2-161-148-6715,UPC,Call Center Representative,65,2965 Chambers  Walk,San Antonio,New Mexico,57615,FALSE,,,," $75,149.38 "," $95,642.75 "," $29,104.25 "," $22,123.83 "," $98,787.03 "," $14,537.38 "
8881,Danny,Hopkins,Danny_Hopkins1058@extex.org,Male,8-083-342-7216,Boeing,IT Support Staff,23,5167 North Drive,Amarillo,New Hampshire,67881,TRUE,,,," $35,407.17 "," $62,747.08 "," $28,023.36 "," $88,456.34 "," $44,254.49 "," $95,190.84 "
8882,Abdul,Callan,Abdul_Callan6311@guentu.biz,Male,1-851-563-5014,Boeing,Project Manager,40,9818 Tilson  Walk,San Bernardino,Alabama,57814,FALSE,,,," $8,626.71 "," $12,336.54 "," $2,957.92 "," $75,564.65 "," $36,613.96 "," $70,060.49 "
8883,Domenic,Veale,Domenic_Veale3120@dionrab.com,Male,2-727-063-8584,Demaco,Cook,20,619 Baylis  Alley,Innsbruck,Maryland,27990,TRUE,,,," $11,591.71 "," $54,248.24 "," $19,019.22 "," $80,880.55 "," $27,762.42 "," $29,778.23 "
8884,Callie,Neville,Callie_Neville260@cispeto.com,Female,1-663-547-1770,BuzzFeed,Inspector,22,4271 Chancellor  Pass,Pittsburgh,Colorado,13489,TRUE,,,," $38,300.78 "," $90,119.28 "," $7,982.20 "," $27,738.38 "," $90,074.57 "," $79,110.56 "
8885,George,Farrell,George_Farrell2253@acrit.org,Male,8-468-034-8477,AECOM,Designer,61,7848 North Crossroad,Dallas,Kentucky,56993,TRUE,,,," $2,463.39 "," $34,753.10 "," $4,326.47 "," $65,341.47 "," $48,115.86 "," $43,464.61 "
8886,Ember,Asher,Ember_Asher7651@ubusive.com,Female,4-626-747-7334,Apple Inc.,Dentist,73,4967 Yoakley Crossroad,Minneapolis,California,15334,TRUE,,,," $54,216.82 "," $62,354.11 "," $46,966.06 "," $40,548.24 "," $53,702.89 "," $63,853.81 "
8887,Hazel,Robe,Hazel_Robe1131@hourpy.biz,Female,8-604-552-7510,It Smart Group,Healthcare Specialist,56,9584 Birkbeck  Pass,London,Arkansas,20282,FALSE,,,," $69,608.98 "," $40,888.06 "," $47,992.54 "," $12,907.80 "," $52,482.88 "," $86,942.04 "
8888,Daron,Edmonds,Daron_Edmonds7577@twace.org,Male,4-384-506-4720,Erickson,Loan Officer,54,1134 Wadham  Pass,Dallas,Hawaii,42184,TRUE,,,," $94,940.31 "," $15,177.80 "," $77,851.03 "," $29,165.10 "," $32,871.50 "," $97,859.17 "
8889,Gabriel,Myatt,Gabriel_Myatt88@iatim.tech,Male,1-001-776-5601,ENEL,Electrician,58,808 Queen Rue,Albuquerque,Kentucky,29283,FALSE,,,," $72,075.82 "," $26,808.71 "," $76,950.72 "," $69,186.38 "," $45,333.17 "," $7,895.78 "
8890,Harriet,Reyes,Harriet_Reyes9793@gompie.com,Female,3-438-323-8014,Carrefour,Business Broker,20,9222 Rosewood Lane,Seattle,Wisconsin,16926,TRUE,,,," $1,322.28 "," $87,667.89 "," $33,264.01 "," $57,704.54 "," $47,646.42 "," $75,304.34 "
