Donor ID,Donor First Name,Donor Last Name,Gender,Phone,Email,State,Has Children,Married,Volunteered before,Engaged with Organization,Own Property,Past served on Board,Employer,Job Area,Salary Estimation,Retired?,Education,Education Area,Active outside Organization,Political Contribution,Donor Age,Joint Mailing Name,Military Affiliate/Veteran,Total Lifetime Donations,2019 Donations,2019 Donations Gave in the Area,2018 Donations,2018 Donations Gave in the Area,2017 Donations,2016 Donations,2015 Donations,2014 Donations,2013 Donations,2012 Donations,2011 Donations,2010 Donations
664-41-4460,Emely,Pearson,Female,3-085-753-5035,Emely_Pearson3585@irrepsy.com,Colorado,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Demaco,Marketing,"$82,599",Unknown,University college,Modern Literature,TRUE,FALSE,26,FALSE,FALSE,"$41,261",$494,Symphony Orchestras,"$2,113",Victims Services,"$2,790","$1,297","$14,301","$5,811","$3,561","$7,978","$1,925",$991
664-42-6623,Denny,Rowlands,Male,8-017-148-3208,Denny_Rowlands9819@gmail.com,Delaware,FALSE,TRUE,TRUE,FALSE,Unknown,Unknown,It Smart Group,Management,"$68,497",Unknown,University-preparatory school,Spanish,Unknown,Unknown,33,Unknown,Unknown,"$10,335","$1,896",Opera,"$1,886",Veterinary Services,$0,"$3,748",$0,"$2,365",$0,$0,$440,$0
664-44-4748,Regina,Warner,Female,4-462-122-2512,Regina_Warner3581@ovock.tech,Alaska,TRUE,TRUE,FALSE,TRUE,Unknown,Unknown,Amazon.com,Finance,"$103,149",Unknown,High school,Physical Education,Unknown,Unknown,50,Unknown,Unknown,"$14,015","$3,677",Singing & Choral Groups,$0,Urban Studies,$0,"$1,559",$0,"$7,024",$0,$0,"$1,755",$0
664-45-2147,Tyson,Bailey,Male,7-742-057-3850,Tyson_Bailey3334@qater.org,Missouri,FALSE,TRUE,TRUE,TRUE,FALSE,Unknown,Team Guard SRL,Finance,"$148,848",Unknown,Middle school,Language Arts,TRUE,FALSE,21,Unknown,Unknown,"$41,357","$3,013",Bands & Ensembles,"$1,781",Urban League,"$4,500","$2,323","$11,364","$6,053",$0,$0,"$4,771","$7,552"
664-57-4358,Doug,Bullock,Male,3-176-752-1461,Doug_Bullock7715@elnee.tech,Arkansas,TRUE,TRUE,Unknown,FALSE,Unknown,Unknown,Vodafone,Purchasing,Unknown,Unknown,High school,LOGIC,Unknown,Unknown,51,Unknown,Unknown,"$15,174","$4,651",Performing Arts Schools,$0,Urban & Community Economic Development,$0,"$3,495",$0,"$3,631",$0,$0,"$3,397",$0
664-74-8513,Samantha,Rosenbloom,Female,1-558-567-6824,Samantha_Rosenbloom3317@grannar.com,South Dakota,TRUE,FALSE,FALSE,TRUE,FALSE,Unknown,It Smart Group,Operations,"$115,896",Unknown,Middle school,Dramatics,Unknown,Unknown,47,Unknown,Unknown,"$23,314","$1,812",Humanities,$300,Unknown,$0,"$2,723","$1,277","$4,098",$0,$0,"$3,758","$9,346"
664-77-8361,Dasha,Gray,Female,8-106-685-6267,Dasha_Gray9665@tonsy.org,South Carolina,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,It Smart Group,Operations,"$54,960",TRUE,Public university,Ecology,TRUE,FALSE,76,TRUE,TRUE,"$35,471",$168,Historical Organizations,"$1,757",Unknown,"$2,741",$860,"$5,708","$1,763","$5,955","$6,817",$451,"$9,251"
665-01-1724,Erick,Cunningham,Male,6-867-683-6052,Erick_Cunningham4003@infotech44.tech,Vermont,FALSE,TRUE,FALSE,TRUE,FALSE,Unknown,AECOM,Operations,"$51,224",Unknown,Corporate university,Handwriting,TRUE,FALSE,41,Unknown,Unknown,"$28,357","$3,014",Historical Societies & Historic Preservation,"$2,428",Universities,$167,"$1,690","$6,341","$2,219",$0,$0,"$4,091","$8,407"
665-23-4860,Chad,Samuel,Male,6-871-004-1834,Chad_Samuel115@mafthy.com,North Dakota,TRUE,FALSE,FALSE,FALSE,TRUE,Unknown,UPC,Operations,"$75,978",Unknown,University college,Science,FALSE,TRUE,21,Unknown,Unknown,"$20,418","$1,055",Commemorative Events,$90,United Nations Associations,"$7,762","$1,190","$4,546","$4,850",$0,$0,$588,$337
665-33-3333,Aurelia,Holt,Female,4-404-278-0575,Aurelia_Holt9433@ubusive.com,Washington,FALSE,TRUE,FALSE,TRUE,TRUE,Unknown,Demaco,Human Resources,"$87,407",Unknown,University college,Dramatics,TRUE,TRUE,63,Unknown,TRUE,"$36,426","$7,035",Arts Services,"$1,880",Undergraduate Colleges,"$8,610",$474,$878,"$4,772","$5,467",$906,$37,"$6,367"
665-33-7561,Ivette,Robe,Female,4-713-675-8036,Ivette_Robe6482@acrit.org,Minnesota,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Vodafone,Operations,"$116,893",FALSE,Public university,French,TRUE,FALSE,69,TRUE,FALSE,"$51,679","$4,734","Arts, Culture & Humanities N.E.C.","$1,432",Two-Year Colleges,"$8,190","$4,357","$4,432","$7,788","$4,958","$8,800","$3,501","$3,487"
665-34-0735,Kendra,Ring,Female,2-654-480-8332,Kendra_Ring1819@zorer.org,Louisiana,TRUE,TRUE,TRUE,TRUE,Unknown,Unknown,Coca-Cola Company,Operations,"$42,713",Unknown,Graduate school,Ecology,Unknown,Unknown,83,Unknown,Unknown,"$25,938","$4,313",Education,"$2,119",Travelers Aid,$0,"$2,106",$0,"$9,666",$0,$0,"$1,252","$6,482"
665-47-7822,Harvey,Moore,Unknown,Unknown,Unknown,North Dakota,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Spanish,Unknown,Unknown,Unknown,Unknown,Unknown,$0,$0,Alliances & Advocacy,$0,Transportation Assistance,$0,$0,$0,$0,$0,$0,$0,$0
665-50-0615,Ramon,Douglas,Unknown,Unknown,Unknown,Wyoming,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Leadership,Unknown,Unknown,Unknown,Unknown,Unknown,$0,$0,Management & Technical Assistance,$0,Thrift Shops,$0,$0,$0,$0,$0,$0,$0,$0
665-52-1810,Anthony,Plumb,Male,0-572-106-2453,Anthony_Plumb5873@typill.biz,Maine,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Metro Cash&Carry,Marketing,"$114,044",FALSE,Public university,Leadership,TRUE,FALSE,51,TRUE,TRUE,"$26,317","$3,852",Professional Societies & Associations,"$1,504",Theater,$824,"$4,484",$204,"$8,055",$410,"$3,627",$286,"$3,071"
665-58-0282,Matthew,Harris,Male,1-605-611-4707,Matthew_Harris3422@qater.org,Indiana,TRUE,TRUE,TRUE,TRUE,FALSE,Unknown,Comcast,Management,"$41,287",Unknown,Technical college,Spanish,TRUE,FALSE,42,Unknown,TRUE,"$43,266","$3,804",Research Institutes & Public Policy Analysis,"$1,807",Temporary Housing,"$8,262","$3,496","$6,331","$3,339","$3,575","$9,119","$1,276","$2,257"
665-63-5284,Ron,Pickard,Male,4-227-366-6451,Ron_Pickard3904@gmail.com,Kentucky,FALSE,TRUE,Unknown,TRUE,Unknown,Unknown,Telekom,Sales,Unknown,Unknown,Junior college,American Literature,Unknown,Unknown,61,Unknown,Unknown,"$13,724","$4,710",Single Organization Support,$0,Television,$0,"$1,875",$0,"$4,307",$0,$0,"$2,832",$0
665-63-7374,Matthew,Richards,Male,1-622-338-1622,Matthew_Richards2044@twace.org,Utah,FALSE,TRUE,Unknown,FALSE,Unknown,Unknown,Leadertech Consulting,Human Resources,Unknown,Unknown,Technical college,Geography,Unknown,Unknown,32,Unknown,Unknown,"$9,061",$556,Fund Raising & Fund Distribution,$0,Telecommunications,$0,"$2,699",$0,"$4,169",$0,$0,"$1,637",$0
665-80-6776,Maxwell,Rainford,Male,8-204-348-6808,Maxwell_Rainford7637@famism.biz,Oklahoma,TRUE,TRUE,FALSE,FALSE,Unknown,Unknown,Mars,Management,"$61,709",Unknown,University college,Economics,Unknown,Unknown,55,Unknown,Unknown,"$11,963","$4,673",Support N.E.C.,$186,Teachers Retirement Fund Associations,$0,$166,$0,"$5,041",$0,$0,"$1,897",$0
666-14-0545,Logan,Bright,Male,6-271-066-2515,Logan_Bright2317@ovock.tech,Kansas,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,AECOM,Operations,"$67,058",FALSE,Corporate university,Accounting,FALSE,FALSE,54,TRUE,TRUE,"$36,250","$1,318",Elementary & Secondary Schools,"$1,356",Symphony Orchestras,"$3,137",$657,"$6,493","$7,783","$2,238","$6,371","$4,532","$2,365"
666-21-2308,Jack,Stevenson,Male,7-001-482-5218,Jack_Stevenson5045@grannar.com,South Carolina,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Research and Development,Unknown,Unknown,Unknown,Art,Unknown,Unknown,Unknown,Unknown,Unknown,"$8,696",$0,Preschools,$0,Swimming & Other Water Recreation,$0,$0,$0,"$8,696",$0,$0,$0,$0
666-34-2144,Phillip,Overson,Male,0-465-253-0438,Phillip_Overson6205@brety.org,Oklahoma,FALSE,FALSE,TRUE,FALSE,TRUE,Unknown,Leadertech Consulting,Marketing,"$141,964",Unknown,University-preparatory school,Instrumental Music,Unknown,Unknown,38,Unknown,Unknown,"$24,154","$7,499",Primary & Elementary Schools,"$1,494",Surgical Specialties Research,$0,"$1,972","$9,705","$1,027",$0,$0,$4,"$2,453"
666-34-8537,Matthew,Locke,Male,8-428-850-8036,Matthew_Locke8418@twace.org,Iowa,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Marketing,Unknown,Unknown,Public university,Economics,Unknown,Unknown,Unknown,Unknown,Unknown,"$6,703",$0,Secondary & High Schools,$0,Surgical Specialties,$0,$0,$0,"$6,703",$0,$0,$0,$0
666-62-2157,Sarah,Avery,Female,0-553-068-1604,Sarah_Avery1207@sveldo.biz,South Carolina,FALSE,FALSE,FALSE,TRUE,Unknown,Unknown,It Smart Group,Human Resources,Unknown,Unknown,Middle school,Latin,Unknown,Unknown,42,Unknown,Unknown,"$9,409","$2,754",Special Education,$0,Supportive Housing for Older Adults,$0,"$3,430",$0,"$2,479",$0,$0,$746,$0
666-63-1013,Denny,Pearson,Male,8-831-881-5841,Denny_Pearson3007@vetan.org,New Jersey,FALSE,TRUE,TRUE,FALSE,TRUE,Unknown,Erickson,Management,"$105,094",Unknown,Gymnasium,Speech,FALSE,TRUE,52,Unknown,Unknown,"$44,208","$2,529",Charter Schools,"$1,692",Support N.E.C.,"$8,796","$1,103","$10,464","$9,722",$0,$0,"$5,126","$4,776"
666-63-3637,Nick,Jenkins,Unknown,Unknown,Unknown,West Virginia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Modern Literature,Unknown,Unknown,Unknown,Unknown,Unknown,$0,$0,Vocational & Technical Schools,$0,Support N.E.C.,$0,$0,$0,$0,$0,$0,$0,$0
666-75-7734,Owen,Whitehouse,Male,4-040-415-7786,Owen_Whitehouse7394@hourpy.biz,Connecticut,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Physical Education,Unknown,Unknown,Unknown,Unknown,Unknown,"$4,974",$0,Higher Education,$0,Support N.E.C.,$0,$0,$0,"$4,974",$0,$0,$0,$0
666-88-4387,John,Alexander,Male,6-171-765-8684,John_Alexander931@brety.org,Iowa,FALSE,FALSE,TRUE,TRUE,FALSE,Unknown,Metro Cash&Carry,IT,"$98,919",Unknown,Junior college,Basic Math,FALSE,TRUE,37,Unknown,TRUE,"$44,710","$1,707",Two-Year Colleges,$897,Support N.E.C.,"$8,762","$4,356","$11,224","$8,284","$2,087","$4,515","$2,560",$318
667-00-2751,Jayden,Patel,Male,2-206-604-0067,Jayden_Patel6451@irrepsy.com,Connecticut,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Accounting,Unknown,Unknown,Unknown,Trigonometry,Unknown,Unknown,Unknown,Unknown,Unknown,"$2,926",$0,Undergraduate Colleges,$0,Support N.E.C.,$0,$0,$0,"$2,926",$0,$0,$0,$0
667-01-6864,Renee,Gunn,Female,4-435-126-3120,Renee_Gunn6374@joiniaa.com,Utah,FALSE,FALSE,TRUE,FALSE,FALSE,Unknown,Team Guard SRL,Accounting,"$125,252",Unknown,Junior college,American Literature,Unknown,Unknown,73,Unknown,Unknown,"$33,904","$5,385",Universities,"$1,470",Support N.E.C.,$0,"$2,441",$0,"$9,089",$0,$0,"$6,473","$9,046"
667-26-2154,Rick,Benson,Unknown,Unknown,Unknown,Michigan,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,LOGIC,Unknown,Unknown,Unknown,Unknown,Unknown,$0,$0,Graduate & Professional Schools,$0,Support N.E.C.,$0,$0,$0,$0,$0,$0,$0,$0
667-44-0274,Ramon,Exton,Male,7-001-877-6147,Ramon_Exton9782@irrepsy.com,Rhode Island,TRUE,FALSE,TRUE,TRUE,TRUE,Unknown,Zepter,Operations,"$108,168",Unknown,University-preparatory school,Earth Science,FALSE,FALSE,41,Unknown,Unknown,"$25,045","$3,781",Adult Education,"$2,447",Support N.E.C.,"$9,353",$334,$435,"$5,466",$0,$0,$76,"$3,153"
667-48-0338,Cherish,Russell,Female,8-364-171-5561,Cherish_Russell3587@famism.biz,New Jersey,FALSE,TRUE,FALSE,FALSE,Unknown,Unknown,It Smart Group,Purchasing,"$136,776",Unknown,University college,Economics,Unknown,Unknown,79,Unknown,Unknown,"$17,258","$2,176",Libraries,$0,Support N.E.C.,$0,$871,$0,"$9,705",$0,$0,"$4,506",$0
667-52-5751,Tyson,Carson,Male,1-042-636-4382,Tyson_Carson6530@jiman.org,Louisiana,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,21st Century Fox,Accounting,"$125,370",Unknown,High school,Instrumental Music,TRUE,FALSE,47,TRUE,FALSE,"$53,406","$3,368",Student Services,"$1,502",Support N.E.C.,"$8,667",$226,"$13,434","$8,835","$3,554","$8,616","$3,140","$2,064"
667-57-0052,Bryon,Shea,Unknown,6-166-213-0813,Bryon_Shea5917@nickia.com,Maine,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Language Arts,Unknown,Unknown,Unknown,Unknown,Unknown,$0,$0,Scholarships & Student Financial Aid,$0,Support N.E.C.,$0,$0,$0,$0,$0,$0,$0,$0
667-62-0752,Logan,Eagle,Male,8-065-755-5262,Logan_Eagle5062@nanoff.biz,Illinois,TRUE,TRUE,FALSE,TRUE,Unknown,Unknown,BuzzFeed,Management,"$35,295",Unknown,Corporate university,History,Unknown,Unknown,43,Unknown,Unknown,"$21,048","$7,349",Student Sororities & Fraternities,$115,Support N.E.C.,$0,"$3,850",$0,"$3,895",$0,$0,"$5,839",$0
667-63-3085,Adela,Aldridge,Female,8-682-717-2552,Adela_Aldridge6790@liret.org,West Virginia,TRUE,TRUE,FALSE,FALSE,TRUE,Unknown,Team Guard SRL,IT,"$52,111",Unknown,Corporate university,Accounting,FALSE,FALSE,33,Unknown,FALSE,"$49,292","$4,208",Alumni Associations,"$1,895",Support N.E.C.,"$9,412","$3,685","$11,219","$6,138",$207,"$3,873","$3,254","$5,401"
667-66-6542,Kimberly,Radley,Female,7-786-556-0135,Kimberly_Radley158@twace.org,Massachussets,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Marketing,Unknown,Unknown,Public university,Dramatics,Unknown,Unknown,Unknown,Unknown,Unknown,"$11,843",$0,Educational Services,$0,Support N.E.C.,$0,"$4,328",$0,"$7,515",$0,$0,$0,$0
667-81-1723,Diane,Edley,Unknown,Unknown,Diane_Edley311@twipet.com,Alaska,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Health,Unknown,Unknown,Unknown,Unknown,Unknown,$0,$0,Remedial Reading & Encouragement,$0,Support N.E.C.,$0,$0,$0,$0,$0,$0,$0,$0
668-03-0750,Esmeralda,Graham,Female,3-713-224-0461,Esmeralda_Graham1315@grannar.com,Iowa,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Accounting,Unknown,Unknown,Corporate university,Physical Education,Unknown,Unknown,Unknown,Unknown,Unknown,"$8,328",$0,Parent & Teacher Groups,$0,Support N.E.C.,$0,$0,$0,"$8,328",$0,$0,$0,$0
668-15-8474,Chuck,Gibbons,Male,3-827-042-7023,Chuck_Gibbons4960@tonsy.org,Minnesota,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Spanish,Unknown,Unknown,Unknown,Unknown,Unknown,"$1,899",$0,Education N.E.C.,$0,Support N.E.C.,$0,$0,$0,"$1,899",$0,$0,$0,$0
668-16-5131,Lana,Connor,Unknown,Unknown,Unknown,Wyoming,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Physical Education,Unknown,Unknown,Unknown,Unknown,Unknown,$0,$0,Environment,$0,Support N.E.C.,$0,$0,$0,$0,$0,$0,$0,$0
668-37-6450,Samantha,Lambert,Female,3-378-858-5015,Samantha_Lambert2896@twipet.com,Arizona,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Operations,Unknown,Unknown,Unknown,Economics,Unknown,Unknown,Unknown,Unknown,Unknown,"$1,767",$0,Alliances & Advocacy,$0,Support N.E.C.,$0,$0,$0,"$1,767",$0,$0,$0,$0
668-40-4736,Felicity,Dale,Female,2-776-350-1033,Felicity_Dale2264@gompie.com,Nevada,TRUE,TRUE,TRUE,FALSE,FALSE,Unknown,Global Print,Research and Development,"$47,571",Unknown,University college,Ecology,FALSE,FALSE,76,Unknown,TRUE,"$44,559","$4,754",Management & Technical Assistance,$0,Support N.E.C.,"$4,775","$1,621","$12,667","$9,597",$0,$0,"$4,956","$6,189"
668-47-6217,Diane,Kidd,Female,7-023-336-8188,Diane_Kidd1843@womeona.net,Montana,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,UPC,Operations,"$138,456",Unknown,Graduate school,Physical Education,FALSE,TRUE,20,TRUE,TRUE,"$53,963","$7,425",Professional Societies & Associations,"$1,396",Support N.E.C.,$486,"$4,478","$14,061","$1,410","$2,126","$8,771","$4,281","$9,529"
668-51-2388,Javier,Chester,Unknown,Unknown,Javier_Chester7466@supunk.biz,South Carolina,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Spanish,Unknown,Unknown,Unknown,Unknown,Unknown,$0,$0,Research Institutes & Public Policy Analysis,$0,Support N.E.C.,$0,$0,$0,$0,$0,$0,$0,$0
668-56-7447,Rosemary,Chapman,Female,0-675-566-2630,Rosemary_Chapman8819@famism.biz,Kansas,TRUE,TRUE,TRUE,FALSE,FALSE,Unknown,Danone,Research and Development,"$147,686",Unknown,University college,Leadership,TRUE,TRUE,42,Unknown,Unknown,"$31,732",$521,Single Organization Support,$70,Support N.E.C.,"$8,610","$4,342",$968,"$6,734",$0,$0,$949,"$9,538"
668-65-6135,Mike,Gray,Male,4-824-311-7468,Mike_Gray7928@grannar.com,Virginia,TRUE,FALSE,FALSE,FALSE,Unknown,Unknown,ExxonMobil,Marketing,Unknown,Unknown,High school,Basic Math,Unknown,Unknown,67,Unknown,Unknown,"$8,371","$3,138",Fund Raising & Fund Distribution,$0,Support N.E.C.,$0,"$3,059",$0,$308,$0,$0,"$1,866",$0
668-70-0108,Nate,Nelson,Male,1-220-886-2740,Nate_Nelson9420@nimogy.biz,Iowa,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,CarMax,Operations,"$120,767",Unknown,Corporate university,Economics,FALSE,FALSE,51,TRUE,TRUE,"$43,716","$5,893",Support N.E.C.,"$1,518",Support N.E.C.,"$4,508","$3,255","$3,479","$8,004","$1,735","$5,213","$5,288","$4,823"
668-70-2500,Kieth,Howard,Male,0-431-706-6484,Kieth_Howard4117@infotech44.tech,Illinois,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Comcast,Management,"$51,248",Unknown,Graduate school,Earth Science,FALSE,TRUE,36,FALSE,TRUE,"$42,857","$3,816",Pollution Abatement & Control,$694,Supplemental Unemployment Compensation,"$9,788","$4,792","$3,265","$7,207","$1,907","$2,370","$6,561","$2,457"
668-85-5874,Enoch,Vaughan,Male,7-556-070-6076,Enoch_Vaughan5189@gompie.com,Rhode Island,FALSE,FALSE,TRUE,TRUE,Unknown,Unknown,Areon Impex,Finance,"$71,937",Unknown,Public university,French,Unknown,Unknown,19,Unknown,Unknown,"$13,411",$66,Recycling,$0,Supermarkets and Other Grocery (except Convenience) Stores,$0,"$2,514",$0,"$6,338",$0,$0,"$4,493",$0
670-00-2481,Michael,Uttridge,Male,3-178-163-4048,Michael_Uttridge7607@corti.com,Alabama,TRUE,FALSE,TRUE,FALSE,TRUE,Unknown,ENEL,Management,"$68,459",Unknown,Technical college,Health,TRUE,TRUE,28,Unknown,Unknown,"$35,641",$798,Natural Resources Conservation & Protection,"$1,174",Substance Abuse Treatment,"$6,300","$3,428","$3,652","$6,640",$0,$0,"$5,299","$8,350"
670-10-0114,Beatrice,Welsch,Female,6-385-720-6860,Beatrice_Welsch9377@liret.org,Texas,FALSE,FALSE,TRUE,FALSE,Unknown,Unknown,Zepter,Accounting,"$58,804",Unknown,Technical college,Earth Science,Unknown,Unknown,42,Unknown,Unknown,"$26,982","$6,663","Water Resources, Wetlands Conservation & Management","$1,653",Substance Abuse Prevention,$0,"$3,190",$0,"$6,819",$0,$0,"$1,598","$7,059"
670-12-1710,Ronald,Robinson,Male,6-182-846-0167,Ronald_Robinson9694@corti.com,South Dakota,TRUE,TRUE,FALSE,FALSE,TRUE,Unknown,Facebook,Management,"$143,305",Unknown,University college,American Literature,TRUE,FALSE,63,Unknown,FALSE,"$42,553","$4,301",Land Resources Conservation,"$1,207","Substance Abuse Dependency, Prevention & Treatment","$7,811",$512,"$9,514","$7,206","$5,796",$5,$852,"$5,349"
670-20-8845,John,Hancock,Male,8-250-048-3017,John_Hancock8667@womeona.net,Hawaii,FALSE,FALSE,TRUE,TRUE,TRUE,Unknown,Amazon.com,Purchasing,"$35,398",Unknown,University college,Health,FALSE,FALSE,79,Unknown,TRUE,"$29,536",$773,Energy Resources Conservation & Development,"$1,173",Student Sororities & Fraternities,$303,$343,"$9,723","$6,488",$0,$0,"$6,111","$4,622"
670-24-8764,Hank,Redfern,Male,0-475-507-1080,Hank_Redfern5496@nanoff.biz,Tennessee,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,21st Century Fox,IT,"$114,143",TRUE,Middle school,Physical Education,FALSE,TRUE,26,TRUE,TRUE,"$36,038","$3,804",Forest Conservation,$817,Student Services,"$1,952","$1,123","$4,507","$5,429","$1,669","$7,784","$6,500","$2,453"
670-44-4147,Shay,Preston,Female,1-307-383-4546,Shay_Preston7469@acrit.org,Florida,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Art,Unknown,Unknown,Unknown,Unknown,Unknown,"$2,619",$0,"Botanical, Horticultural & Landscape Services",$0,State-Sponsored Workers Compensation Reinsurance Organizations,$0,$0,$0,"$2,619",$0,$0,$0,$0
670-55-4054,Penny,Malone,Female,1-666-083-7455,Penny_Malone3499@acrit.org,New York,TRUE,FALSE,FALSE,FALSE,Unknown,Unknown,Zepter,IT,"$115,869",Unknown,Technical college,Ancient Civilizations,Unknown,Unknown,45,Unknown,Unknown,"$20,335","$1,222",Botanical Gardens & Arboreta,$226,Spouse Abuse Prevention,$0,$124,$0,"$6,487",$0,$0,"$6,744","$5,532"
670-74-8322,Brad,Carter,Male,7-584-815-4104,Brad_Carter1815@corti.com,South Carolina,FALSE,TRUE,FALSE,FALSE,Unknown,Unknown,Demaco,Research and Development,"$83,353",Unknown,Public university,Design and technology,Unknown,Unknown,32,Unknown,Unknown,"$19,311","$7,153",Garden Clubs,$0,Sports Associations & Training Facilities,$0,"$4,651",$0,"$3,214",$0,$0,"$4,293",$0
670-77-2814,Michael,Powell,Male,4-010-226-3000,Michael_Powell3318@typill.biz,New Jersey,FALSE,TRUE,TRUE,TRUE,Unknown,Unknown,Biolife Grup,IT,Unknown,Unknown,University-preparatory school,Health,Unknown,Unknown,26,Unknown,Unknown,"$10,434",$427,Environmental Beautification,$0,Specifically Named Diseases Research,$0,$887,$0,"$2,428",$0,$0,"$6,692",$0
670-77-8515,Judith,Reid,Female,8-023-186-8462,Judith_Reid1357@brety.org,Iowa,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,Team Guard SRL,Purchasing,"$98,637",Unknown,Technical college,French,TRUE,FALSE,43,TRUE,TRUE,"$31,378",$34,Environmental Education,$652,Specifically Named Diseases,"$4,232","$3,815","$6,677","$8,451","$2,405",$528,"$4,248",$336
670-83-8061,Matt,Campbell,Male,2-202-664-3388,Matt_Campbell6559@bretoux.com,Vermont,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Finance,Unknown,Unknown,Junior college,French,Unknown,Unknown,Unknown,Unknown,Unknown,"$6,853",$0,Environment N.E.C.,$0,Specialty Hospitals,$0,$0,$0,"$6,853",$0,$0,$0,$0
670-84-0711,Ron,Denton,Male,4-763-316-6081,Ron_Denton2793@nickia.com,Nebraska,FALSE,FALSE,FALSE,TRUE,Unknown,Unknown,Amazon.com,Research and Development,"$107,946",Unknown,Public university,Music,Unknown,Unknown,74,Unknown,Unknown,"$16,713",$776,Animal-Related,$261,Special Olympics,$0,"$2,623",$0,"$4,080",$0,$0,$946,"$8,027"
671-00-2556,Boris,Woodcock,Male,0-730-524-7348,Boris_Woodcock8635@supunk.biz,Pennsylvania,TRUE,TRUE,TRUE,FALSE,TRUE,Unknown,Vodafone,Accounting,"$92,569",Unknown,University-preparatory school,Speech,TRUE,TRUE,48,Unknown,Unknown,"$43,372",$32,Alliances & Advocacy,"$2,120",Special Education,"$4,144","$4,319","$10,683","$9,206",$0,$0,"$6,130","$6,738"
671-13-7436,Josh,Adams,Male,1-641-111-7702,Josh_Adams5679@famism.biz,West Virginia,TRUE,FALSE,FALSE,TRUE,TRUE,Unknown,Facebook,Accounting,"$92,256",Unknown,Graduate school,Modern Literature,Unknown,Unknown,48,Unknown,Unknown,"$22,453","$1,899",Management & Technical Assistance,$485,Soup Kitchens,$0,"$1,948","$2,166",$803,$0,$0,"$6,668","$8,484"
671-28-8668,Lindsay,Nelson,Female,0-365-206-0331,Lindsay_Nelson9434@mafthy.com,Indiana,TRUE,FALSE,TRUE,TRUE,Unknown,Unknown,Facebook,Management,"$36,936",Unknown,Junior college,Physical Education,Unknown,Unknown,73,Unknown,Unknown,"$22,496","$6,152",Professional Societies & Associations,$163,"Soil Preparation, Planting, and Cultivating",$0,"$2,744",$0,"$8,358",$0,$0,"$5,079",$0
671-33-7138,Camellia,Warner,Female,5-084-273-6728,Camellia_Warner4318@sveldo.biz,South Carolina,FALSE,FALSE,TRUE,TRUE,Unknown,Unknown,Apple Inc.,Operations,"$70,400",Unknown,University-preparatory school,Handwriting,Unknown,Unknown,76,Unknown,Unknown,"$16,515","$4,634",Research Institutes & Public Policy Analysis,$271,Social Science N.E.C.,$0,"$2,594",$0,"$6,783",$0,$0,"$2,233",$0
671-35-5510,Mackenzie,Lakey,Female,0-186-313-1114,Mackenzie_Lakey1882@elnee.tech,Mississippi,TRUE,TRUE,FALSE,TRUE,FALSE,Unknown,Amazon.com,IT,"$113,464",Unknown,Junior college,Science,TRUE,FALSE,73,Unknown,Unknown,"$33,350","$1,931",Single Organization Support,"$1,192",Social Science,"$7,174","$3,021","$8,383","$7,246",$0,$0,"$2,319","$2,084"
